question_id,article_key,retrieval_group,qa_f1,citation_f1,citation_validity,answer_correctness,faithfulness,answer_relevancy
11c7856a8f4d4bb89c20bb2d212c120e,newsqa_e103965bf4dcc4a3,gold_in_top5,0.0,0.6667,1.0,0.8531,1.0,0.7474
129e731f7cf548eb8ade87485fd2cbd1,newsqa_c703a81377e10722,gold_in_top5,0.625,0.0,1.0,0.5096,1.0,0.683
14c07142ff80440483ee9fdc0f2d8b06,newsqa_9e88962146f43191,gold_in_top5,0.0,1.0,1.0,0.3922,1.0,0.5663
171414c078ce452d9374be8989aa0147,newsqa_ede2531a00661102,gold_in_top5,0.4444,1.0,1.0,0.5999,1.0,0.4811
1776154b9a104d19991ffd5b8d6e9c6c,newsqa_b1893e80b00a4c2f,gold_not_in_top5,0.1667,0.0,1.0,0.5116,1.0,0.5986
188ddb201c1e42eb91dab05b6afab94a,newsqa_b4a8232d618b4dd7,gold_in_top5,0.6667,0.6667,1.0,0.8813,1.0,1.0
19174950ad6b4759929f41cb2aa6b979,newsqa_3da4301e9200d165,gold_in_top5,0.4,1.0,1.0,0.9827,1.0,0.2872
19837fd3eddc462c9b178a83fddce010,newsqa_584b9ddcd85d3242,gold_in_top5,0.2,0.0,1.0,0.8533,0.0,0.7089
19d6ff42a894452a88032c752d5faf90,newsqa_ff6d7105a471e9ab,gold_not_in_top5,0.2,0.0,1.0,0.8639,1.0,0.9179
1c67f7f0037b4ab1bb510cba499d11a4,newsqa_bfc677dd63cad6a7,gold_in_top5,1.0,1.0,1.0,1.0,1.0,0.6439
1cd041a253c746be9389d119b5de2d14,newsqa_698a0c6a8c4d4dd5,gold_not_in_top5,0.0,0.0,0.0,0.0243,1.0,0.0
1e01e6c6e9ce48b4be86ec2a5010c489,newsqa_444579549f240e1d,gold_in_top5,0.1538,0.0,1.0,0.9289,1.0,0.8295
1e86e90fef4a4737b6e45530eabf0178,newsqa_4777e0afeb7aa8fa,gold_in_top5,0.2857,1.0,1.0,0.8843,0.5,0.9191
2071b336b9de4a18a892086a553afd50,newsqa_92fd6eaaa327fc32,gold_in_top5,0.2353,0.6667,1.0,0.8926,1.0,0.4325
20fa1f36b57b47da812735a529e4117d,newsqa_f2750e2ee0f22dcd,gold_in_top5,1.0,0.0,1.0,0.9968,1.0,0.665
21eca67432494831b67960018d045fd7,newsqa_febedf72670536ac,gold_not_in_top5,0.2667,0.0,1.0,0.9132,1.0,1.0
22f9b367696d43efb409a9f06a662261,newsqa_8db4b769ce5b0df1,gold_in_top5,0.7586,1.0,1.0,0.8189,1.0,0.8743
253b5699390142a6a05d5c8fa01ea03e,newsqa_92fd6eaaa327fc32,gold_in_top5,0.0,0.0,1.0,0.8878,1.0,1.0
25954c5bd38744d7872a71f0b604576c,newsqa_b1893e80b00a4c2f,gold_in_top5,0.5,0.5,1.0,0.9308,1.0,0.8351
25cdce361ace48b99c156c6e70b5f03e,newsqa_b424ae554bc7ef14,gold_not_in_top5,0.0,0.0,0.0,0.0054,1.0,-0.0
2666396df440428abe681afcaf00c173,newsqa_b280827599ce44b1,gold_in_top5,0.0,1.0,1.0,0.0838,1.0,0.926
27ba4dcff67c42e4bd660ed84520cc9d,newsqa_ede2531a00661102,gold_in_top5,0.3077,1.0,1.0,0.8803,1.0,0.6464
2866afbb73c248e7aadb04390c57124d,newsqa_f2750e2ee0f22dcd,gold_in_top5,0.5333,0.5,1.0,0.615,1.0,0.8876
28c201d7c1a049e3a2f1b1d2058acf03,newsqa_e103965bf4dcc4a3,gold_in_top5,0.2222,0.6667,1.0,0.432,1.0,0.7324
2aa6b5ff469342ad9ff08b7cc57d664c,newsqa_afccd6cf34627602,gold_in_top5,0.1053,1.0,1.0,0.8404,1.0,0.6741
2aa93a690e904c89b259f98500106b69,newsqa_21bc17a4d743572e,gold_in_top5,1.0,1.0,1.0,0.9935,1.0,0.2931
2aaa26fff7be41698806089edb69a0b9,newsqa_f2750e2ee0f22dcd,gold_in_top5,0.25,1.0,1.0,0.9016,1.0,0.8807
2b116d81534646e585d2c57d2f7915ec,newsqa_8db4b769ce5b0df1,gold_in_top5,0.1429,1.0,1.0,0.8916,1.0,0.9484
2c076d8175484c409ffb8ff3dadd914d,newsqa_25a5c22cc9b7159e,gold_in_top5,0.3333,1.0,1.0,0.5794,1.0,0.8261
2c87043201d84e269c6f2019f9a5794f,newsqa_b280827599ce44b1,gold_in_top5,0.4615,1.0,1.0,0.6551,1.0,1.0
2d0fdf9383ec439ab15a116a63b3421c,newsqa_81b50e0b7878d2ef,gold_in_top5,0.1695,1.0,1.0,0.0579,1.0,0.1084
2dae96a089cc424fb9886a641eb50949,newsqa_30b4331a29979759,gold_in_top5,0.0,1.0,1.0,0.0392,1.0,1.0
2f6249167ca14f0c966477580281ef72,newsqa_21bc17a4d743572e,gold_in_top5,0.2667,1.0,1.0,0.815,1.0,1.0
2fcf533dede444f2a0296b3bf112e0bd,newsqa_77e80b6efb6947bc,gold_in_top5,0.5,1.0,1.0,0.9384,1.0,0.2195
31d748672420422aa724d2b6db6b1d18,newsqa_0152112af16a9928,gold_in_top5,1.0,1.0,1.0,0.7119,1.0,0.0239
32d011bee7194d05b191109f63093a09,newsqa_873617d2e2339534,gold_in_top5,0.6316,1.0,1.0,0.9297,1.0,0.7869
331ff9acbc094ef7b4ecdd751637c564,newsqa_25a5c22cc9b7159e,gold_in_top5,0.5455,1.0,1.0,0.9366,1.0,0.7397
35dc385df2a9486a8a23a951e5f249d7,newsqa_5cafead522d3597d,gold_in_top5,0.2222,1.0,1.0,0.8208,1.0,0.9751
371c170f87a74d4ca39cbaf126b5172d,newsqa_b8d2b51b5bca4a04,gold_not_in_top5,0.0,0.0,0.0,0.0482,0.0,0.0
39b27b09528b44b6b53c10b42e0ba36b,newsqa_ff6d7105a471e9ab,gold_in_top5,1.0,0.6667,1.0,0.9875,1.0,0.4389
3a1ba8b914d141eaac80d5de56ed0114,newsqa_dcdc1a7dff7beaa4,gold_in_top5,0.1667,0.0,0.0,0.0079,1.0,0.0
3a1f5df0db9f4f55a0cd291ba708e0c2,newsqa_c703a81377e10722,gold_in_top5,0.3333,1.0,1.0,0.9042,1.0,0.9918
3a32771820f14982b983662bca90f254,newsqa_5cafead522d3597d,gold_in_top5,0.6667,1.0,1.0,0.9287,1.0,0.1609
3ca19860d31d40d58c3d6018498bbc5e,newsqa_1410c9eb3296d4dc,gold_in_top5,0.4286,1.0,1.0,0.819,1.0,1.0
3d05c6f2b8364971bb5f58d40f42a5a7,newsqa_8db4b769ce5b0df1,gold_in_top5,1.0,0.0,1.0,0.9885,1.0,0.4341
3db5e82c065b473cbf5627e6433aa143,newsqa_43dc88ad8f8b4047,gold_in_top5,0.0,1.0,1.0,0.3998,1.0,0.4424
3dd74943ebab4b1d828661d36a868dab,newsqa_5cafead522d3597d,gold_in_top5,0.1429,1.0,1.0,0.8473,1.0,0.9715
3ebf6a7cef1a4f75aaa2ffb7510a3c8f,newsqa_5cafead522d3597d,gold_in_top5,0.5,1.0,1.0,0.7345,0.6667,0.8005
3ecd8bbe295e4e25be8acdc72d307e86,newsqa_698a0c6a8c4d4dd5,gold_in_top5,0.6667,1.0,1.0,0.9107,1.0,0.9796
3f092922c6854e3f8bdf22cc50cf71a9,newsqa_1410c9eb3296d4dc,gold_in_top5,1.0,1.0,1.0,1.0,1.0,0.4018
3fbd68661ad646c5a5e859934c9f9f79,newsqa_4777e0afeb7aa8fa,gold_in_top5,0.8197,1.0,1.0,0.8772,1.0,0.4994
4141a787f20a49ff845742502d21baba,newsqa_e103965bf4dcc4a3,gold_in_top5,0.5106,1.0,1.0,0.6683,1.0,0.8751
416153d5b74943cf889a0e53fc6c7857,newsqa_222f31e99c0d6ddc,gold_in_top5,0.625,1.0,1.0,0.846,1.0,0.9403
4182285804154f018d4bb9735a8dc3e1,newsqa_17c27b355a1a5aab,gold_in_top5,0.1667,1.0,1.0,0.8215,1.0,0.6626
4453276e770a4ed7b7051d9d65d40975,newsqa_17c27b355a1a5aab,gold_in_top5,1.0,1.0,1.0,0.997,1.0,0.3033
44aa6bf4f6a74816940787187cfe1bac,newsqa_fef3ea171bcb87eb,gold_in_top5,1.0,0.0,1.0,0.9147,1.0,0.0
44ba26c0dbb346e2956a96d27ddb3ebf,newsqa_c703a81377e10722,gold_in_top5,1.0,1.0,1.0,0.9946,1.0,0.133
46e09c1bc9304e71a144d33bf875c619,newsqa_51e27ebc93e28585,gold_in_top5,0.625,1.0,1.0,0.7867,1.0,1.0
46f896a31c254fb2bf5b68c060edb437,newsqa_bfc677dd63cad6a7,gold_in_top5,0.0,1.0,1.0,0.0557,1.0,0.5662
497147b475924c7381b92e475b7de2c8,newsqa_f2750e2ee0f22dcd,gold_in_top5,0.4545,0.6667,1.0,0.5737,1.0,0.838
49ab77dcd0394a898aec0b35440b572a,newsqa_8ba6b26c059ca5e4,gold_in_top5,0.4615,0.6667,1.0,0.506,1.0,0.9839
4ba8b05dc3d54a498ab16e372ef71035,newsqa_b8d2b51b5bca4a04,gold_in_top5,0.5,1.0,1.0,0.5335,1.0,0.9188
4bbe5fb171c64a7c903b6d71e61d52db,newsqa_21bc17a4d743572e,gold_in_top5,0.4286,1.0,1.0,0.764,1.0,0.7984
4bf907acc0204e0785974060d84db533,newsqa_245acfdafc0e918c,gold_in_top5,0.45,1.0,1.0,0.5593,1.0,0.8863
4d938320190741ec88254807ab655077,newsqa_a4131373a363e635,gold_in_top5,0.1818,1.0,1.0,0.8756,1.0,0.8121
4e7c7187fe8a4636ac095b31bfc91433,newsqa_222f31e99c0d6ddc,gold_in_top5,0.4211,1.0,1.0,0.8949,1.0,0.8591
4f08712b06d7408189a0e846377feb85,newsqa_f2750e2ee0f22dcd,gold_not_in_top5,0.3636,0.0,1.0,0.6259,1.0,0.5218
4f66952eeb534a109a11044fcfecf033,newsqa_77e80b6efb6947bc,gold_in_top5,0.125,1.0,1.0,0.0881,1.0,1.0
506e226a5b1f417ba085b01d2cb18913,newsqa_afccd6cf34627602,gold_in_top5,0.4286,0.3333,1.0,0.4092,1.0,0.5403
5075af622c6440fe9b693341c37a0b73,newsqa_0c2912d1a7649e6b,gold_in_top5,1.0,1.0,1.0,0.9946,1.0,0.4606
53600e1f83ab4c559e064fcac5f821bb,newsqa_1ab1cffb5fbd3f00,gold_in_top5,0.3333,0.4,1.0,0.8726,1.0,0.8059
5579074640614bacbdd03ed34a3ddf08,newsqa_ede2531a00661102,gold_in_top5,0.8649,1.0,1.0,0.9593,1.0,0.7134
55bc45f2e63149869e4d0e52da6cb421,newsqa_1f36fa85d4124a37,gold_in_top5,0.4615,1.0,1.0,0.9569,1.0,1.0
5626902cc76741eb9f4075d0a042016c,newsqa_584b9ddcd85d3242,gold_not_in_top5,0.2703,0.0,1.0,0.8108,1.0,0.7299
56cd3c16bce94b719b287ac4575ae645,newsqa_a4131373a363e635,gold_in_top5,0.3529,1.0,1.0,0.8933,1.0,0.4595
58b38431dd6a401194b71fafd8326ed9,newsqa_df655fab1b1fd2f2,gold_in_top5,0.3636,0.0,1.0,0.9127,1.0,0.6414
59cca53e121949e39742ee34a89cffab,newsqa_17c27b355a1a5aab,gold_in_top5,0.2667,1.0,1.0,0.8714,1.0,0.4278
5b20d1dccf164c7f9e35acc6d37599b1,newsqa_0c2912d1a7649e6b,gold_in_top5,0.7273,1.0,1.0,0.85,1.0,0.8363
5bc0838118ce439fa15dc66813fed529,newsqa_e94c6ff873e518fb,gold_not_in_top5,0.0,0.0,0.0,0.0463,0.0,0.0
5c7129352d6443beb845ecd46a492c0a,newsqa_222f31e99c0d6ddc,gold_in_top5,0.2857,1.0,1.0,0.887,1.0,0.787
5c77d779830a4f93b3261e066c7ea67d,newsqa_d2c46b8de7a83bb9,gold_in_top5,0.0,1.0,1.0,0.5735,1.0,0.7497
5d6dc2b279594850a8ffce1f1b7892aa,newsqa_8316de452f78dfa3,gold_in_top5,0.6,1.0,1.0,0.9053,1.0,0.4539
5f87d6a314604c62aa83466f74fdb86a,newsqa_8316de452f78dfa3,gold_in_top5,0.4,1.0,1.0,0.9037,1.0,0.5774
6011e253fa9a4402bf031d32ad510952,newsqa_8db4b769ce5b0df1,gold_in_top5,0.0,1.0,1.0,0.7698,0.5,0.0
619ae1269dda477eb2232aad82ba1d5e,newsqa_81b50e0b7878d2ef,gold_in_top5,0.3077,1.0,1.0,0.5895,1.0,0.5073
6285e913cb0d4e5f9ab9b2f23383933e,newsqa_e94c6ff873e518fb,gold_in_top5,0.2857,1.0,1.0,0.906,1.0,1.0
62c23c6b9c3b4d9896873ec4a545e70a,newsqa_b1893e80b00a4c2f,gold_in_top5,0.5833,1.0,1.0,0.5138,1.0,0.8694
64215d84427e4d709e2914e76df055c5,newsqa_9e88962146f43191,gold_not_in_top5,0.5455,0.0,1.0,0.6449,1.0,1.0
656256192ad14bbf9f0cbb3ee3aa052d,newsqa_d2c46b8de7a83bb9,gold_in_top5,0.4,1.0,1.0,0.9194,1.0,0.689
65e2cb72034947f0ad2e4fbae41a103e,newsqa_9e88962146f43191,gold_in_top5,0.7059,1.0,1.0,0.9619,1.0,0.7564
676f69de7aec48e69edc1e4dc0299a6b,newsqa_81b50e0b7878d2ef,gold_in_top5,0.625,0.4,1.0,0.8339,1.0,0.2305
689aed65128147c2948d8fc665e6ef0d,newsqa_51e27ebc93e28585,gold_in_top5,0.0,0.0,1.0,0.4657,1.0,0.9481
68ac44d7d9e24aee8fcaa91e0f364062,newsqa_1ab1cffb5fbd3f00,gold_in_top5,0.5,0.4,1.0,0.8689,1.0,0.9889
6b25cbff83ef403ba7c2ee3b03a1d8be,newsqa_77e80b6efb6947bc,gold_in_top5,0.5,1.0,1.0,0.832,1.0,0.7817
6c064ea2080147e797731b9e36ad5834,newsqa_df655fab1b1fd2f2,gold_in_top5,0.8293,1.0,1.0,0.9503,1.0,0.8411
6c779c5d72af4eb69b69977fde49e8ff,newsqa_8ba6b26c059ca5e4,gold_in_top5,0.2353,1.0,1.0,0.6501,1.0,0.3767
6c8e1e1b56bc4eb5b99b83ce6c5f3afd,newsqa_bfc677dd63cad6a7,gold_in_top5,0.4,1.0,1.0,0.8707,1.0,0.4196
6dd10f33c4f8423080bdcf84c8a01ef1,newsqa_1ab1cffb5fbd3f00,gold_in_top5,0.8571,1.0,1.0,0.9291,1.0,0.6193
6e1780414deb4cf9b49568f07b3bdc26,newsqa_dcdc1a7dff7beaa4,gold_in_top5,0.8333,1.0,1.0,0.9403,1.0,1.0
6e38539cc9944d6fa54d4c503a83644a,newsqa_21bc17a4d743572e,gold_in_top5,0.4,1.0,1.0,0.9102,1.0,0.8618
6fc267ea05794476a82917156e3e519e,newsqa_b1893e80b00a4c2f,gold_in_top5,0.1277,0.6667,1.0,0.1343,1.0,0.7905
6fe2385a3a1f4e7c8b1982cad82c939d,newsqa_bfc677dd63cad6a7,gold_in_top5,0.8333,1.0,1.0,0.8954,1.0,0.6887
7027f9cf591c42c1aa99c460a581d1d1,newsqa_d2c46b8de7a83bb9,gold_in_top5,0.4,1.0,1.0,0.8814,1.0,0.9667
7074419bbc394a039c03413007094b94,newsqa_b1893e80b00a4c2f,gold_not_in_top5,0.0,0.0,0.0,0.0355,0.0,0.0
718236817764436eaf999352c380876e,newsqa_b1893e80b00a4c2f,gold_in_top5,0.3333,1.0,1.0,0.8727,1.0,0.8188
72a4722fda5f436e81437aea9042aaa8,newsqa_3da4301e9200d165,gold_in_top5,0.3333,0.0,1.0,0.8509,1.0,0.8271
72db4fe2adba411abff72eab29cfaf23,newsqa_c703a81377e10722,gold_in_top5,0.25,1.0,1.0,0.8047,1.0,0.9803
733d2fd24b0b40f7ba5f0edaed20cca9,newsqa_8316de452f78dfa3,gold_in_top5,0.8571,1.0,1.0,0.9615,1.0,0.4873
734ca4956e434fc8b6712a684fcb7bdc,newsqa_fef3ea171bcb87eb,gold_in_top5,0.2222,0.6667,1.0,0.8329,1.0,0.8199
73ffe7e6a2624701aed02b60f8690bdd,newsqa_873617d2e2339534,gold_in_top5,0.6667,1.0,1.0,0.6471,1.0,0.6971
76d53c92aca14d1d9e78aa402b17ca18,newsqa_e94c6ff873e518fb,gold_in_top5,1.0,1.0,1.0,0.9962,1.0,0.9199
7a1c968d39644e7eb1f0a27e3f70c70f,newsqa_d2c46b8de7a83bb9,gold_in_top5,0.0,0.0,0.0,0.0602,0.0,0.0
7a21c1eb21aa49af8a0ba5450b7da9dc,newsqa_698a0c6a8c4d4dd5,gold_in_top5,0.7273,1.0,1.0,0.9479,1.0,0.4505
7a23f7acba534695acb96f8d150e0f67,newsqa_b4a8232d618b4dd7,gold_in_top5,0.1667,1.0,1.0,0.8583,1.0,0.6174
7b08901fb3d74143840d29a608e4deac,newsqa_a4131373a363e635,gold_not_in_top5,0.0,0.0,1.0,0.0546,0.5,0.9075
7cd7549b7d9041d9b9f4d730df07876c,newsqa_b1893e80b00a4c2f,gold_in_top5,0.4,1.0,1.0,0.7289,1.0,0.7575
7d8839e3e6a14b33ae41ec27e47ed765,newsqa_b4a8232d618b4dd7,gold_in_top5,1.0,1.0,1.0,1.0,1.0,0.0046
7e5d9591150248d8b366c339f50b3aad,newsqa_fef3ea171bcb87eb,gold_in_top5,0.1538,0.0,1.0,0.8484,1.0,0.6141
7e62f6dd07e44159a17dbf9e23722d70,newsqa_ed82a8d4afff04f8,gold_in_top5,0.75,1.0,1.0,0.9652,1.0,0.1732
7e7da6521baa4d6bb18f6279522d0f43,newsqa_584b9ddcd85d3242,gold_in_top5,1.0,0.5,1.0,0.9724,1.0,0.3964
80726cf8c538458ea11fd99b21b45cf8,newsqa_443d6416eafb191d,gold_in_top5,0.5,1.0,1.0,0.914,1.0,0.5528
808b1f032cab4da587ca8837b7ee6686,newsqa_0152112af16a9928,gold_in_top5,0.25,1.0,1.0,0.8694,1.0,0.714
84087ea7a70e4646ad86e4db8c4b7fa5,newsqa_444579549f240e1d,gold_in_top5,0.2222,0.0,1.0,0.6232,0.5,0.9767
8557402c6bda4ed2859de806c39689e9,newsqa_b4a8232d618b4dd7,gold_in_top5,0.2222,1.0,1.0,0.8276,1.0,0.8557
864fba7b5c2744b8ad73ded96b8fef81,newsqa_584b9ddcd85d3242,gold_in_top5,0.4444,0.0,1.0,0.9196,1.0,0.4081
874e8e95e0b6405bb51e97f09a2551bc,newsqa_b280827599ce44b1,gold_in_top5,1.0,1.0,1.0,1.0,1.0,0.0934
87ac9682d8b541de8ef5f78175be9615,newsqa_584b9ddcd85d3242,gold_in_top5,0.6667,1.0,1.0,0.9175,1.0,0.4864
88128dcfd0874369a2dee08ef86f6c1e,newsqa_ed82a8d4afff04f8,gold_in_top5,0.0,0.0,0.0,0.0294,0.0,0.0
892800797761464b8fb078e1582e470d,newsqa_92fd6eaaa327fc32,gold_in_top5,1.0,1.0,1.0,1.0,1.0,0.4008
893449002d894f7695b2a32aa7713cb5,newsqa_0152112af16a9928,gold_in_top5,0.4444,1.0,1.0,0.8984,1.0,0.9005
897068e062c44e01add9c98a80eb63d0,newsqa_8ba6b26c059ca5e4,gold_in_top5,0.3077,0.6667,1.0,0.6297,1.0,0.4709
89a41de7e5ca416cae37603aab8638c3,newsqa_b424ae554bc7ef14,gold_in_top5,0.1667,0.6667,1.0,0.8619,1.0,0.8704
89bec77a5e54425a8bfe2f014139705e,newsqa_25a5c22cc9b7159e,gold_not_in_top5,0.1176,0.0,1.0,0.625,1.0,0.9505
8a3561154a454ca597d3a9a636a95a93,newsqa_dcdc1a7dff7beaa4,gold_in_top5,0.6957,1.0,1.0,0.9202,1.0,0.5559
8af8f27867bd48a2b337b97001163115,newsqa_d2c46b8de7a83bb9,gold_in_top5,0.5455,1.0,1.0,0.918,0.0,0.4488
8b0fb3b8cfee4daba5b93311dbe5c5b5,newsqa_8316de452f78dfa3,gold_in_top5,0.3636,1.0,1.0,0.8535,1.0,0.8589
8b1f4118d8cc46719e7be2e78f5bc20f,newsqa_dcdc1a7dff7beaa4,gold_in_top5,0.5,1.0,1.0,0.5967,1.0,0.9357
8bc486ca6580487586a39a78cc2ce5d2,newsqa_443d6416eafb191d,gold_in_top5,0.3077,1.0,1.0,0.6486,1.0,0.8093
8bd2d3430c07471e886b1dfe30b061e8,newsqa_8ba6b26c059ca5e4,gold_in_top5,0.3077,0.5,1.0,0.4722,1.0,0.7806
8d3d4915ed104234bca2e7e8eb591d6e,newsqa_9e88962146f43191,gold_in_top5,0.2353,1.0,1.0,0.6219,1.0,0.8468
8e376a7767224f8381c8ee661c43ad16,newsqa_245acfdafc0e918c,gold_in_top5,0.25,1.0,1.0,0.5747,1.0,0.8477
8e66e99bd83d4ae9abaa6e14c89cddb9,newsqa_bfc677dd63cad6a7,gold_not_in_top5,0.3636,0.0,1.0,0.9313,1.0,0.9579
8e6e822a6b904dc8afab7de215c4e5e5,newsqa_21bc17a4d743572e,gold_not_in_top5,1.0,0.0,1.0,0.9946,1.0,0.8096
8e772aa8945a4d19aa6b80ab41e15ef1,newsqa_df655fab1b1fd2f2,gold_in_top5,0.4865,0.6667,1.0,0.8032,1.0,0.6527
8ee9c1b4ff684e4c9a38415448a74952,newsqa_a4131373a363e635,gold_in_top5,0.1538,1.0,1.0,0.8565,1.0,0.9232
8f5f6161afbd49f4aedb61e2aa24a75f,newsqa_b8d2b51b5bca4a04,gold_not_in_top5,0.3636,0.0,1.0,0.6355,1.0,0.903
90f5064a214f4e05b9a65eb206d773ea,newsqa_51e27ebc93e28585,gold_in_top5,0.2222,1.0,1.0,0.6083,1.0,0.4469
916d57f6183b4c52999933fe394cae6e,newsqa_245acfdafc0e918c,gold_not_in_top5,0.0,0.0,0.0,0.0264,0.0,0.0
943da1a3b8b14a7f97e82a17737557a4,newsqa_b1893e80b00a4c2f,gold_in_top5,0.0,0.6667,1.0,0.0103,1.0,0.936
951d6908625f412daef5fc65020c52f0,newsqa_b1893e80b00a4c2f,gold_in_top5,0.1538,0.0,1.0,0.3898,1.0,0.9911
954351e660e347e29070d3f06766e253,newsqa_b280827599ce44b1,gold_in_top5,0.1818,0.0,1.0,0.8922,1.0,0.7982
962454a456cc4bbb9a8d5bfba6abf79c,newsqa_17c27b355a1a5aab,gold_in_top5,0.5,1.0,1.0,0.8842,1.0,0.6023
97409d2d3afe44e48f287814cdb36dfb,newsqa_698a0c6a8c4d4dd5,gold_in_top5,0.375,1.0,1.0,0.6363,1.0,1.0
977a85dceaff4e9995034d133961a1ce,newsqa_f2750e2ee0f22dcd,gold_in_top5,0.5143,0.0,1.0,0.6674,1.0,0.929
983656ab5e7a4ae9b635769d195b0d2b,newsqa_afccd6cf34627602,gold_not_in_top5,0.2222,0.0,1.0,0.5907,1.0,0.5115
9a0b3de216b6498699f9a1745ef51447,newsqa_1410c9eb3296d4dc,gold_in_top5,0.9091,1.0,1.0,0.7239,1.0,0.4072
9a9db144769c4ce29c4cdb431d756043,newsqa_77e80b6efb6947bc,gold_in_top5,0.75,1.0,1.0,0.9638,1.0,0.616
9b9f35bf604d432db2dd139fe20302ff,newsqa_30b4331a29979759,gold_in_top5,0.7273,1.0,1.0,0.8792,1.0,0.7192
9d60ac112d634c7fbb6ea52d2c6f3776,newsqa_afccd6cf34627602,gold_in_top5,0.0976,0.4,1.0,0.0519,1.0,0.8387
9f1d761a46c64578849ff7408c6351b2,newsqa_bfc677dd63cad6a7,gold_not_in_top5,0.0,0.0,1.0,0.0099,1.0,1.0
9f3b062728ba48a78f1f56afeea3fd54,newsqa_b4a8232d618b4dd7,gold_not_in_top5,0.0,0.0,1.0,0.0749,0.0,0.9722
9fdc5aba0df54f148cc213911a81cd37,newsqa_8ba6b26c059ca5e4,gold_not_in_top5,0.0,0.0,1.0,0.069,0.0,0.3482
9fe87fea995f4463b50822a33ee3e8df,newsqa_81b50e0b7878d2ef,gold_in_top5,0.4615,1.0,1.0,0.9013,1.0,0.8645
a084e061c5614a088e39a8d8468caf71,newsqa_17c27b355a1a5aab,gold_in_top5,0.8571,1.0,1.0,0.9469,1.0,0.3915
a09179766c3345a1a9d54f959ba12b7c,newsqa_ab90c0a994bfcb71,gold_in_top5,0.4,1.0,1.0,0.8202,1.0,0.5984
a369001634a84cb9bf81e4922893fe0e,newsqa_444579549f240e1d,gold_in_top5,0.75,0.0,1.0,0.9117,1.0,1.0
